05.06.98-exp-1	هی … اسباب‌بازی
1-1153-642	بگو چه آرزویی داری ، ظرف درست شما اینه
1-1153-643	نظرت در مورد یه خورده باقلوای بیش‌تر چیه ؟
1-1153-644	چند تا تست کن همه رو روی ستون
1-1153-645	من در حال و هوای کمک کردن به تو هستم رفیق
1-1153-646	دوستت می‌تونه اون کار رو انجام بده
1-1153-647	دوستت می‌تونه این کار رو انجام بده
1-1153-648	دوستت می‌تونه این رو بکشه
1-1153-649	از کلاه کوچیکش بیرون بیاره
1-1153-65	بی‌دندون شدم
1-1153-650	دوستت می‌تونه ناپدید بشه
1-1153-651	هی این‌جا رو نگاه کن
1-1153-652	دوستت می‌تونه طلسم کنه ، اجازه بده شروع کنه
1-1153-653	اجازه بده خروس قندی ناپدید بشه
1-1153-654	پس اون‌جا نشین ، چشم‌قلنبه ، سست‌عنصر
1-1153-655	من می‌خوام پاداش تمام ، عبادت‌های شبانه‌ت رو بدم
1-1153-656	تو با حسن نیت به من گواهی دادی
1-1153-657	برای انجام کارهات یه غول به دست آوردی
1-1153-658	یه انگیزه خیلی قوی برای کمک به تو به‌دست آوردم
1-1153-659	واقعاً می‌خوام بدونم که چه آرزویی داری
1-1153-66	نگران نباش
1-1153-660	لیستی که تهیه کردی سه مایل طول داشت ، شک نکن
1-1153-661	همه‌ی شما باید این‌جوری پاک کنید
1-1153-662	آقای علاءالدین ، قربان ، یک ، دو یا سه تا آرزو داره
1-1153-663	من مشغول کارم ، تو پول‌دار بزرگی
1-1153-664	هرگز دوستی مثل من نداشتی
1-1153-665	هاه ؟
1-1153-666	چطوری باشه استاد ؟
1-1153-667	تو سه تا از آرزوهای من رو برآورده می‌کنی ، درسته ؟
1-1153-668	بله ، تقریباً
1-1153-669	ولی چند تا شرط وجود داره
1-1153-67	من نمی‌خوام بیام
1-1153-670	مثلاً ؟
1-1153-671	قانون شماره یک ، من نمی‌تونم کسی رو بکشم
1-1153-672	پس از من نخواه
1-1153-673	: قانون شماره دو
1-1153-674	من نمی‌تونم کسی رو عاشق کسی دیگه کنم
1-1153-675	پسر دوست‌داشتنی
1-1153-677	صحنه‌ی قشنگی نیست ، دوست ندارم این کار رو انجام بدم
1-1153-678	غیر از این‌ها هرچی بخوای انجام می‌دم
1-1153-679	شرط ؟ منظورت محدودیته ؟
1-1153-68	لازم نیست بترسی
1-1153-680	محدودیت آرزو ؟ غول قدرت‌مند
1-1153-681	که حتی نمی‌تونه مرده‌ها رو زنده کنه
1-1153-682	نمی‌دونم ابو . شاید حتی نتونه ما رو از این غار خارج کنه
1-1153-683	به نظر می‌رسه که مجبوریم خودمون یه راه برای خارج شدن از این‌جا پیدا کنیم
1-1153-684	ببخشید
1-1153-685	با منی ؟ آیا تو چراغ من رو لمس نکردی ؟
1-1153-686	منو بیدار نکردی ؟ تو منو این‌جا نیوردی ؟
1-1153-687	و حالا داری منو مسخره می‌کنی ؟
1-1153-688	فکر نمی‌کنم ، . حالا نه
1-1153-689	. آرزوهات باید برآورده بشه ، . پس بشین
1-1153-69	من می‌آم
1-1153-690	: در مواقع ضروری
1-1153-691	درب خروج این‌جا و هر جاییه
1-1153-692	دست‌ها و پاهاتون رواز قالی‌چه بیرون نبرید
1-1153-693	… . . بریم
1-1153-694	بیرون از این‌جا
1-1153-695	جعفر ، این بی احترامیه
1-1153-696	اگه به‌خاطر این همه خدمت صادقانه‌ت نبود
1-1153-697	از این به بعد برای قضاوت در خصوص زندانی‌ها باید با من مشورت کنی
1-1153-698	قبل از اون‌که سرشون رو بزنی
1-1153-699	عالی‌جناب ، به شما اطمینان می‌دم که دیگه تکرار نمی‌شه
1-1153-7	برو پیش مادرت
1-1153-70	تو همین جا بمون ، ازت می‌خوام بمونی و به مادرت کمک کنی
1-1153-700	اجاز بدید این اتفاقات ناخوشایندرو فراموش کنیم
1-1153-701	. خواهش می‌کنم
1-1153-702	خواهش می‌کنم عذرخواهی این حقیر سرافکنده رو بپذیرید ، پرنسس
1-1153-703	ازدواج اجباری من خوبی‌هایی هم خواهد داشت
1-1153-704	وقتی ملکه بشم قدرتش رو خواهم داشت که از شر تو خلاص بشم
1-1153-705	. خیلی خوبه ، همه‌چی تسویه شد
1-1153-706	حالا جاسمین برمی‌گرده به خواستگاری
1-1153-707	اگه فقط چراغ جادو رو داشتم
1-1153-708	قدرتش رو خواهم داشت که از شر تو خلاص بشم
1-1153-709	فکر کرده ما می‌خواهیم صورتش رو هم ماچ کنیم
1-1153-71	من می‌خوام باهات بیام
1-1153-710	اون شاه گنده‌بک و اون دختر مسخره‌ش
1-1153-711	… برای باقی زندگی‌مون ، نه ، لاگو
1-1153-712	فقط زمانی که اون دختره یه شوهر مسخره پیدا کنه
1-1153-713	ما رو تبعید خواهد کرد
1-1153-714	یا سرمون رو می بره
1-1153-715	یه دقیقه صبر کن
1-1153-716	اگه تو اون شهر مسخره بودی چی ؟
1-1153-717	چی ؟
1-1153-718	خب ، تو با اون پرنسس ازدواج می‌کنی
1-1153-719	و آه بعدش می شی پادشاه
1-1153-72	نه ، نمی‌شه بیای ، این‌جا جات امن‌تره
1-1153-720	عروس سلیطه
1-1153-721	من شاه می‌شم
1-1153-722	. فکر خوبی بود
1-1153-723	و بعدش ما پدرزنت و اون دختر مسخره‌ش رو از صخره پرت می‌کنیم پایین
1-1153-724	از مغز کوچیکت خیلی خوشم می‌آد
1-1153-725	از این‌که قالی‌چه‌ی جادویی رو برای تمامی مسافرت‌هاتون انتخاب کردید متشکریم
1-1153-726	تا زمانی که قالی‌چه به طور کامل متوقف نشده از جاتون تکون نخورید
1-1153-727	متشکرم ، خداحافظ .
1-1153-728	خب ، نظرت چیه ، آقا مصطفای شکاک
1-1153-729	تو اطمینان رو به من نشون دادی ، حالا در مورد سه تا آرزوی من
1-1153-73	دفعه‌ی بعد می‌برمش
1-1153-730	گوشام منو فریب دادن ؟
1-1153-731	سه تا ؟ تو فقط یکی خواستی پسر
1-1153-732	آه ، نه . من هیچ‌وقت آرزو نکردم که از غار بیان بیرون
1-1153-733	تو خودت این کار رو انجام دادی
1-1153-734	احساس می‌کنم که گوسفندم
1-1153-735	باشه بچه‌ی بد ، دیگه کلک نزنیها
1-1153-736	معامله‌ی منصفانه ، خب اما سه تا آرزوی من
1-1153-737	می‌خوام آرزوهای خوبی بکنم
1-1153-738	تو چه آرزویی داری ؟
1-1153-739	من ؟
1-1153-74	! اونا صدات رو می‌شنون
1-1153-740	قبلاً هیچ‌کس اینو از من نپرسیده بود
1-1153-741	خب ، در مورد من ، آه ، فراموشش کن
1-1153-742	چی ؟ نه . من نمی‌تونم .
1-1153-743	بی‌خیال . بگو
1-1153-744	آزادی
1-1153-745	تو زندانی هستی ؟
1-1153-746	این سرنوشت جدایی‌ناپذیر غول‌هاست
1-1153-747	قدرت خارق‌العاده‌ای هستی
1-1153-748	با این همه قدرت زندانی هستم
1-1153-749	خیلی وحشت‌ناکه جینی
1-1153-75	منو نگاه کن
1-1153-750	ولی آزادی خیلی خوبه
1-1153-751	مجبور نیستی جایی بری . پوف … چی لازم داری ؟
1-1153-752	می‌خوام ارباب باشم
1-1153-753	دستیابی به هم‌چین چیزی از تمام جادوها بالاتره
1-1153-754	و فراتر از تمام گنج‌های دنیاست
1-1153-755	در مورد چی صحبت می‌کنم ، بذار جدی باشیم
1-1153-756	اون اتفاق نخواهد افتاد
1-1153-757	جینی ، پاشو و غذا ( هوموس ) رو بو کن
1-1153-758	چراکه نه
1-1153-759	تنها راه فرار من اینه که اربابم آرزو کنه من آزاد بشم
1-1153-76	صدای رودخونه زیاده
1-1153-760	خب ، می‌تونی حدس بزنی که چند وقت یک بار این قضیه اتفاق می‌افته
1-1153-761	من این کار رو می‌کنم . من آزادت می‌کنم
1-1153-762	آها ، آره ، درست ، نه جدی می‌گم ، قول می‌دم
1-1153-763	بعد از این‌که دو آرزوی اول من برآورده شد
1-1153-764	از سومین آرزوم برای آزاد کردنت استفاده می‌کنم
1-1153-765	خوبه ، اینم یه جور امیده ، بسیار خوب
1-1153-766	بذار یه خورده شعبده‌بازی کنیم
1-1153-767	چطور بود ؟ بیش‌تر از همه ، چی می‌خوای ؟
1-1153-768	خب ، یه دختری وجود داره
1-1153-769	غلطه
1-1153-77	این‌جا صداهای آروم … شنیده نمی‌شه
1-1153-770	من نمی‌تونم کسی رو عاشق دیگری کنم . یادت می‌آد ؟
1-1153-771	اما جینی
1-1153-772	اون خیلی باهوش و جذابه
1-1153-773	قشنگه ؟ خوش‌گله
1-1153-774	اون چشماش و موهاش وای
1-1153-775	… و لبخندش
1-1153-776	چه مسخره
1-1153-777	ولی اون پرنسسه
1-1153-778	حتی برای یه دفعه‌م که شده ، … من باید
1-1153-779	هی ، تو می‌تونی منو به یه پرنس تبدیل کنی ؟
1-1153-78	ولی صداهای بلند … نه
1-1153-780	بذار ببینیم
1-1153-781	مرغ شاه می‌کنه ؟ نه
1-1153-782	. خرچنگ نعلی آلاسکا ، آو . از گاز گرفتنش متنفرم
1-1153-783	سالاد قیصر . خون‌خوار ؟ نه
1-1153-784	" " « آها . » « درست کردن پرنسس »
1-1153-785	این یه آرزوی واقعیه ؟ کلمه جادویی رو بگو
1-1153-786	جینی ! آرزو می‌کنم که منو تبدیل به یه پرنس کنی
1-1153-787	به روی چشم
1-1153-788	اول کلاه و جلیقه که خیلی قدیمی و قرن سومی هستن
1-1153-789	این وصله پینه ، چی می‌خواهیم بگیم که فقیری ؟
1-1153-79	… مگر این‌که
1-1153-790	نه ، بذار کارمو بکنم
1-1153-791	خیلی خیلی دوستش دارم
1-1153-792	هنوز یه چیزی کم داره ، اون چی می‌تونه باشه ؟
1-1153-793	یه وسیله‌ی نقلیه
1-1153-794	ببخشید ، میمون ، این‌جا رو ببین ، این‌جا
1-1153-795	کدوم راه برای ورود تو به اگربا مناسب‌تره
1-1153-796	تا شتر آخرین مدلت رو برونی
1-1153-797	آب دهان اون‌ها رو نگاه کن ، کافی نیست
1-1153-798	هنوز ناقصه
1-1153-799	بذار ببینم ، چی لازم داری ؟
1-1153-8	این چیه ؟
1-1153-80	یه صدای بلند دیگه از اطرافت شنیده بشه
1-1153-800	با خورطومت صحبت کن ، این کار رو تمرین کن
1-1153-801	ابو خوش‌گل شد
1-1153-802	وسائلت رو بگیر ، اون فیل شده
1-1153-803	هنوز کامل نشدیم
1-1153-804	عمامه‌ت رو نگه دار بچه ، می‌خوام تو رو تبدیل به ستاره کنم
1-1153-805	سرورم ، من یه راه حل برای مشکل دخترتون پیدا کردم
1-1153-806	مشکل دخترتون
1-1153-807	واقعاً ؟
1-1153-808	اینه
1-1153-809	اگر پرنسس در مدت زمان تعین‌شده همسرش رو انتخاب نکنه
1-1153-81	اون وقت جات امنه
1-1153-810	پس سلطان باید اون شخص رو انتخاب کنه
1-1153-811	ولی جاسمین از همه‌ی خواستگاراش متنفره
1-1153-812	چطور می‌تونم شخصی رو انتخاب کنم که او ازش متنفره ؟
1-1153-813	نگران نباشید سرورم ، ادامه داره
1-1153-814	اگر شخص مناسبی برای پرنسس پیدا نشه اون وقت
1-1153-815	ابله
1-1153-816	… پرنسس بیاد ازدواج کنه با
1-1153-817	هوم ، جالبه
1-1153-818	چی ؟ کی ؟
1-1153-819	وزیر دربار
1-1153-82	بذار یه چیزی نشونت بدم
1-1153-820	چراکه اون من هستم
1-1153-821	ولی من فکر می‌کردم که قانون می‌گه
1-1153-822	فقط یه پرنس می‌تونه با پرنسس ازدواج کنه
1-1153-823	… من کاملاً مطمئنم که
1-1153-824	شرایط سخت ، اقدامات بزرگی رو طلب می‌کنه ، قربان
1-1153-825	بله ، اقدامات بزرگ
1-1153-826	شما باید دستور بدید که پرنسس با من ازدواج کنه
1-1153-827	… دستور می‌دم که
1-1153-828	… پرنسس
1-1153-829	… با تو
1-1153-83	چیزیت نمی‌شه ، چیزیت نمی‌شه
1-1153-830	ولی تو خیلی پیری
